ENGINESIZE,CYLINDERS,FUELCONSUMPTION_COMB,CO2EMISSIONS
1.6,4,8.7,204
5.6,8,13.3,312
5.6,8,13.4,315
5.6,8,14.1,331
1.6,4,7,164
1.6,4,7.7,180
3,6,9.4,221
3,6,10.1,237
3,6,9.7,227
3,6,10.3,241
3,6,10.4,243
3,6,11.2,260
3,6,10.7,249
3,6,11,258
3,6,9.7,226
3,6,10.3,242
3,6,9.7,228
3,6,10.4,243
3,6,10.6,248
3,6,12.3,286
3,6,9.6,225
3,6,10.4,242
3,6,9.8,230
3,6,10.5,246
3,6,10.6,248
3,6,11,257
3,6,10.7,250
3,6,11.2,260
3,6,9.9,232
3,6,10.4,243
3,6,9.9,231
3,6,10.5,246
3.8,6,13.5,315
4,6,13.9,324
4,6,15.1,352
4,6,14.4,335
4,6,14.1,334
4,6,15.1,350
3,6,9.8,228
3,6,10.5,246
3,6,10.8,251
3,6,11.4,266
3,6,10,233
3,6,10.5,246
3.8,6,11.4,266
3.8,6,11.4,267
3.8,6,11.4,266
3.8,6,11.4,267
3.8,6,12.7,297
2,4,9.4,219
2,4,9.8,229
2.5,4,10.6,249
2.5,4,11,257
2.5,4,9.9,231
2.5,4,10.7,249
3,6,11.4,265
2.9,6,11.8,275
4,8,14.1,329
2,4,9.4,219
2,4,9.8,229
2.5,4,10.6,249
2.5,4,11,257
2.5,4,9.9,231
2.5,4,10.7,249
2,4,11.3,264
3,6,11.7,272
3,6,10.7,250
3,6,10.9,253
3,6,10.9,253
3,6,10.7,250
2.9,6,11.2,261
2.9,6,11.2,261
2.9,6,11.6,273
4,8,12.6,295
4,8,13.4,313
4,8,11.2,261
4,8,11.2,261
4,8,11.9,279
3.6,6,10.8,253
3.6,6,10.4,246
5.7,8,13.6,320
5.7,8,12.4,290
3.6,6,11.1,260
5.7,8,13.8,325
5.7,8,12.9,302
3,6,10.4,278
3.6,6,11.9,280
3.6,6,17,283
5.7,8,14.8,346
5.7,8,13.6,319
3,6,10.8,289
3.6,6,12.6,294
3.6,6,18,300
5.7,8,16.3,382
5.7,8,14,328
2.4,4,9.9,232
6.7,12,16.3,382
6.6,12,17,397
6.6,12,17,397
6.6,12,17,397
6.7,12,16.3,382
6.7,12,16.3,382
6.6,12,16.6,388
2.4,4,10.4,244
2,4,8.6,200
2,4,9.9,231
2,4,8.1,188
2,4,9.4,220
2.5,4,8.2,192
2,4,7.5,174
2,4,8.9,209
2,4,7.6,177
2,4,9,211
2.5,4,8.2,193
3.6,6,10.3,241
2.5,4,8.5,198
3.6,6,10.5,247
2,4,11.2,256
2,4,10,235
2.5,4,12.7,296
4,6,13.2,308
4,6,13.2,308
2,4,8.7,204
2,4,9.9,232
3.5,6,9.4,220
2.5,4,6.9,164
2.5,4,7.4,173
2.5,4,7.5,175
3.5,6,9,210
3.5,6,9.2,215
2.5,4,4.9,113
2.5,4,5.1,121
2,4,8.2,189
1.8,4,7.5,174
1.8,4,7.6,178
1.8,4,7.6,178
1.8,4,6.9,163
2,4,6.7,157
2,4,7.5,174
3.5,6,10.3,243
3.5,6,10.6,250
3.5,6,10.6,248
3.5,6,10.4,242
3.5,6,8.3,193
1.8,4,4.4,105
1.8,4,4.7,109
1.5,4,5.1,120
2.5,4,7.8,183
2.5,4,8.3,190
2.5,4,6,140
5.7,8,16.4,384
3.5,6,10.8,254
3.5,6,11.7,274
2.7,4,11.2,263
2.7,4,11.7,274
3.5,6,11.9,278
3.5,6,12.7,299
3.5,6,12.9,300
5.7,8,15.9,371
4.6,8,14.9,354
5.7,8,16.3,382
1.5,4,6.6,155
1.5,4,6.8,164
1.5,4,7.4,173
1.5,4,7.2,169
2,4,10.4,244
2,4,10.5,245
3.6,6,12.2,286
2,4,8.2,191
2,4,8.2,191
2,4,8.1,189
2,4,8.1,189
1.4,4,7.4,172
1.4,4,7.4,172
2,4,8.6,202
2,4,8.7,203
2,4,9.2,213
2,4,9.9,232
1.8,4,9.4,220
1.8,4,9.6,225
1.4,4,7.6,178
1.4,4,7.4,172
1.8,4,9.6,224
1.8,4,9.3,218
1.4,4,7,162
1.4,4,7,163
2,4,8.4,196
2,4,8.5,200
2,4,8.1,188
2,4,9.5,221
2,4,9.8,228
2,4,8.4,197
2,4,9.4,218
2,4,9.2,215
2,4,9.4,219
2,4,8.4,197
2,4,9.4,219
2,4,9.3,218
2,4,9.4,219
2,4,10,233
2,4,9,211
2,4,10,233
2,4,10.4,242
2,4,10,233
2,4,10.7,250
2.4,4,8.6,199
3.5,6,10.9,254
3.5,6,11,258
3,6,9,210
2,4,9.9,232
2,4,10.3,241
3.5,6,8.4,196
2.4,4,8.9,209
3.5,6,9.8,228
3.5,6,10.3,240
1.8,4,8.4,197
2,4,8.7,205
2,4,9.2,217
2.9,6,11.6,271
2,4,9.3,218
2,4,9.6,226
2.9,6,12.3,288
4,8,11.5,271
5.2,12,13.3,312
5.2,12,13.8,324
4,8,11.5,270
4,8,14.2,333
2,4,7.8,182
2,4,9.5,224
2,4,9.5,224
2,4,8.8,205
2,4,8.8,206
2,4,8.8,205
2,4,8.8,206
2,4,8.8,205
2,4,8.7,205
3,6,9.7,226
3,6,10.6,247
3,6,9.7,226
3,6,11.5,267
4,8,13.2,308
2,4,10.6,248
2,4,9.7,226
3,6,12.7,296
3,6,12.7,296
5.2,10,14.9,347
5.2,10,14.9,347
2.5,5,10.4,243
2,4,9.5,222
3,6,10.5,245
3,6,10.5,245
3,6,10.8,252
3,6,10.5,245
2.9,6,10.9,255
2.9,6,10.9,255
4,8,14.5,339
3,6,11.8,276
2,4,9.1,213
2,4,9.1,213
2.5,5,10.3,241
2,4,9.4,220
4,8,13.6,315
6,12,17.2,401
4,8,12.4,291
6,12,15.7,364
4,8,12.4,291
6,12,16,373
6,12,16,373
2,4,8.7,204
2,4,9.4,219
2,4,8.5,200
2,4,9.4,219
2,4,8.3,195
2,4,9.1,213
2,4,8.7,204
2,4,9.4,219
2,4,9.4,219
3,6,10.7,249
3,6,9.9,231
3,6,10,233
3,6,11,257
3,6,10,233
2,4,8.8,206
3,6,9.5,222
4.4,8,12.4,290
4.4,8,12.4,290
4.4,8,12.4,290
3,6,12.4,290
3,6,11.7,273
3,6,9.9,231
3,6,10.9,255
3,6,10,233
3,6,9.9,231
3,6,9.9,231
3,6,10.9,255
3,6,10.9,255
3,6,10,233
3,6,10,233
3,6,10,233
3,6,12.7,299
3,6,12.7,299
3,6,11.9,280
3,6,11.9,280
3,6,12.4,290
3,6,12.4,290
3,6,11.7,273
3,6,11.7,273
3,6,12.4,290
4.4,8,13.8,322
4.4,8,13.8,322
4.4,8,11.7,273
6.6,12,15.1,354
4.4,8,13.8,322
4.4,8,13.8,322
4.4,8,13.8,322
4.4,8,13.8,322
4.4,8,13.8,322
4.4,8,13.8,322
4.4,8,12.4,290
4.4,8,11.7,273
4.4,8,12.4,290
2,4,9.1,213
2,4,8.8,207
2,4,9,210
2,4,9.2,215
3,6,14.6,339
3,6,14.6,339
3,6,10.1,235
2,4,9.2,215
3,6,14.6,339
3,6,14.6,339
3,6,10.1,235
3,6,10.5,245
4.4,8,12.8,302
4.4,8,12.8,302
3,6,10.5,245
4.4,8,12.8,302
3,6,10.8,254
4.4,8,13.6,318
4.4,8,13.6,318
2,4,8.5,200
3,6,9.3,216
8,16,22.2,522
3.6,6,11.2,263
3.6,6,11.8,277
1.4,4,8.7,204
1.4,4,9.1,214
1.2,3,8.4,198
1.3,3,8.5,199
2,4,10.7,250
2.5,4,10,234
2,4,9,211
2,4,9.6,227
3.6,6,10.9,255
2,4,8.7,203
2.7,4,9.9,232
2,4,9.1,213
2.7,4,10.2,238
2.7,4,10,234
2.7,4,10.2,238
2,4,9,209
3,6,11,256
2,4,9.5,221
3,6,11.5,268
3,6,11.3,263
3,6,11.8,276
3.6,6,11,259
4.2,8,13.8,324
6.2,8,14.2,333
2,4,8.9,209
2,4,9.7,227
2,4,9.8,227
2,4,10.1,235
3.6,6,11.6,270
3.6,6,11.8,277
2,4,9.8,225
2.5,4,10.2,238
2,4,10.1,232
3.6,6,11.4,269
2,4,9.4,219
2,4,10.1,235
3.6,6,10.5,247
3.6,6,11.9,280
6.2,8,12.1,282
6.2,8,12.6,296
6.2,8,15.1,355
6.2,8,14.8,349
2.5,4,10.8,252
2.8,4,10.1,270
3.6,6,11.7,273
2.5,4,11.3,265
2.8,4,10.6,284
3.6,6,12.2,286
2.8,4,12.1,326
3.6,6,14.1,331
6.2,8,12.4,290
1.5,4,8.4,196
1.5,4,8.7,204
2,4,9.7,228
3.6,6,10.9,255
3.6,6,14.7,246
1.5,4,7.5,189
2,4,9.1,214
2.7,4,11.1,262
2.7,4,11.7,275
3,6,8.9,238
4.3,6,13.5,318
5.3,8,13.9,326
5.3,8,14.4,339
5.3,8,19.5,326
5.3,8,12.2,286
2.7,4,11.7,275
2.7,4,12,280
3,6,9.4,252
4.3,6,14.1,331
4.3,6,14.8,349
5.3,8,14.1,331
5.3,8,15,350
5.3,8,20.5,342
5.3,8,15.1,354
5.3,8,12.9,303
5.3,8,12.6,296
5.3,8,13.1,307
6.2,8,13.7,321
6.2,8,15.2,357
6.2,8,14.2,332
1.4,4,7.1,167
1.4,4,7.2,170
5.3,8,13.4,314
5.3,8,13.4,314
5.3,8,17.9,298
5.3,8,14.4,337
5.3,8,14.4,337
5.3,8,19.1,319
6.2,8,14.6,343
5.3,8,13.4,314
5.3,8,13.4,314
5.3,8,17.9,298
5.3,8,13.8,325
5.3,8,13.8,325
5.3,8,18.4,305
6.2,8,13.9,327
3.6,6,11.1,261
3.6,6,11.8,276
1.4,4,8.4,196
1.4,4,9.1,214
3.6,6,10.3,242
5.7,8,12.3,289
3.6,6,11,258
3.6,6,10.6,249
3.6,6,10.6,249
3.6,6,10.3,242
5.7,8,12.3,289
5.7,8,13.1,307
6.4,8,13,305
6.4,8,13.9,325
3.6,6,11,258
6.4,8,13,305
6.4,8,13.9,325
6.2,8,14.5,339
6.2,8,15.1,352
6.2,8,15.3,358
6.2,8,15.1,352
3.6,6,11.6,271
3.6,6,10.3,242
5.7,8,12.3,289
6.4,8,13,305
3.6,6,11,258
6.4,8,13,305
6.2,8,15.6,368
3.6,6,11.3,265
5.7,8,14.1,331
6.4,8,15.6,363
3.6,6,11.8,276
2.4,4,11.1,261
1.4,4,8,187
1.4,4,7.9,185
1.4,4,9.4,221
1.3,4,9.1,213
1,3,8.4,197
2,4,9.2,216
2,4,9.8,229
2,4,10,233
2,4,10,233
2.7,6,11,258
1.5,3,7.9,185
1.5,3,8.3,196
2,4,9.1,213
2.5,4,5.8,136
2.5,4,5.9,139
3.5,6,12.5,294
3.5,6,13.1,308
2.3,4,10.3,241
3,6,11.8,278
3.3,6,9.6,225
2.7,6,10.6,249
3,6,9.8,264
3,6,9.8,264
3.3,6,10.8,254
3.3,6,14.8,245
3.5,6,12.7,298
5,8,12.6,297
5,8,17.6,293
5,8,13,305
5,8,17.7,294
5,8,13.6,319
5,8,18,300
2.7,6,11.8,277
3,6,10.8,290
3,6,10,270
3.3,6,11.7,274
3.3,6,15.9,265
3.5,6,13,304
3.5,6,12.6,296
5,8,13.5,317
5,8,17.8,296
3.5,6,14.3,336
1.5,4,8.7,203
2,4,5.6,131
3.5,6,16.6,393
2.3,4,9.4,221
2.3,4,10.3,242
2.3,4,9.7,226
2.3,4,10.4,244
5,8,12.3,289
5,8,13.3,312
5,8,13.6,319
2.3,4,10.3,242
2.3,4,10.4,244
2.3,4,10.3,240
2.3,4,10.7,252
5,8,12.9,303
2.3,4,10.9,256
5.2,8,14.5,342
5.2,8,16.7,392
3.5,6,14.5,340
3.5,6,19.1,316
3.5,6,15,352
3.5,6,19.8,328
2,4,9.3,219
2,4,12.6,209
2,4,9.3,219
2.5,4,10.6,247
2,4,9.2,214
2,4,9.2,214
2,4,12.5,208
2.5,4,10.7,251
2,4,10.9,255
2,4,10.2,238
3.3,6,12,284
3.3,6,11.9,282
3.8,6,11.7,276
5,8,13.2,312
3.3,6,11.8,280
5,8,13.1,311
2,4,9.8,225
2.5,4,10.2,238
3.6,6,10.9,257
2,4,10.1,232
3.6,6,11.4,269
2.5,4,10.8,252
2.8,4,10.1,270
3.6,6,11.7,273
2.5,4,11.3,265
2.8,4,10.6,284
3.6,6,12.2,286
2.7,4,11.1,262
2.7,4,11.7,275
3,6,9.1,245
4.3,6,13.5,318
5.3,8,13.9,326
5.3,8,14.4,339
5.3,8,19.5,326
5.3,8,12.2,288
2.7,4,11.7,275
2.7,4,12,280
3,6,9.9,265
3,6,9.9,265
4.3,6,14.1,331
5.3,8,14.1,331
5.3,8,14.7,344
5.3,8,19.5,325
5.3,8,15.1,354
5.3,8,13,304
5.3,8,13.4,314
5.3,8,12.7,298
5.3,8,13.1,307
6.2,8,13.9,326
6.2,8,14.2,332
1.5,4,8.6,202
1.5,4,9,210
2,4,10.2,239
5.3,8,13.4,314
5.3,8,13.4,314
5.3,8,17.9,298
5.3,8,13.8,325
5.3,8,13.8,325
5.3,8,18.4,305
6.2,8,13.9,327
5.3,8,13.4,314
5.3,8,13.4,314
5.3,8,17.9,298
5.3,8,14.4,337
5.3,8,14.4,337
5.3,8,19.1,319
6.2,8,14.6,343
1.5,4,7.2,170
1.5,4,7.6,177
1.5,4,7.9,185
2,4,9.2,214
2,4,9.1,211
2,4,5,117
1.5,4,7.2,167
2,4,7.1,164
2,4,7.5,176
2,4,8.1,189
1.5,4,7.8,183
1.5,4,6.9,162
1.5,4,7.2,167
1.5,4,7.4,172
1.5,4,7.2,167
1.5,4,7.1,165
2,4,7.1,167
2,4,7.4,172
2,4,8,186
1.5,4,7.8,183
2,4,9.6,223
1.5,4,7.7,180
1.5,4,8.1,189
1.5,4,6.5,151
1.5,4,7,166
1.5,4,7.4,174
1.8,4,7.8,181
1.8,4,8.2,193
1.8,4,8.5,200
1.5,4,4.9,115
3.5,6,10.6,248
3.5,6,11.3,265
3.5,6,11.3,266
3.5,6,11,257
3.5,6,11.4,269
1.6,4,6.7,160
1.6,4,7,168
1.6,4,8.1,192
1.6,4,9,214
2,4,6.8,161
2,4,7.9,187
1.6,4,8.6,205
1.6,4,9.2,218
2,4,8.4,199
2,4,8.7,207
1.6,4,4.2,99
1.6,4,4.1,96
2,4,7.9,187
1.6,4,8.6,201
2,4,8.6,202
3.8,6,10.5,250
3.8,6,11.1,265
2.4,4,9.6,225
2,4,10.7,255
2.4,4,10.1,238
1.6,4,7.7,181
2.5,4,7.7,182
2,4,5,117
2,4,9.1,216
2,4,10.1,239
2.4,4,10.1,241
1.6,4,7.8,184
1.6,4,8.3,196
2,4,8.2,193
2,4,9.5,226
1.6,4,7.5,178
1.6,4,7.8,184
3,6,10.8,254
3,6,11.1,261
3,6,10.7,251
3,6,11,259
2,4,9.7,228
3.5,6,10.9,257
5.6,8,15.3,360
2,4,9.8,231
2,4,10.1,236
2,4,9.9,227
2,4,9.9,232
3,6,11.8,277
5,8,12.9,303
2,4,9.2,215
3,6,10.4,242
3,6,10.8,253
3,6,11.3,265
5,8,12.7,299
5,8,12.7,299
2,4,9.2,215
3,6,10.4,242
3,6,10.8,253
3,6,11.3,265
5,8,12.7,299
5,8,12.7,299
2,4,8.5,200
2,4,9.4,220
2,4,8.8,207
2,4,9.2,217
3,6,10.4,243
2,4,9.1,214
2.4,4,9.3,219
3.2,6,10.2,240
2,4,9.8,229
2.4,4,9.8,230
3.2,6,10.6,249
2,4,10.2,240
3.2,6,11.1,259
2,4,10.6,249
3.2,6,11.6,269
2.4,4,9.3,218
2.4,4,9,211
2.4,4,9.5,222
2.4,4,9.4,221
3.6,6,12.3,290
3.6,6,12.6,296
3.6,6,11.3,265
5.7,8,14.1,331
6.2,8,17.7,413
6.4,8,15.7,368
1.3,4,8.7,204
2.4,4,9.5,222
1.3,4,9.2,216
1.3,4,9.9,230
2.4,4,9.8,230
2,4,10.3,241
3.6,6,11.8,274
3.6,6,11,259
3.6,6,11.8,277
2,4,11.2,263
2,4,10.9,257
3,6,9.5,255
3.6,6,11.9,280
3.6,6,11.8,276
3.6,6,12.2,285
1.6,4,7.8,184
2,4,7,165
2,4,7.6,180
1.6,4,8,190
2,4,7.1,169
1.6,4,4.8,114
1.6,4,4.7,110
1.6,4,5.4,129
2.4,4,8.4,199
2,4,5.6,132
1.6,4,6.6,151
1.6,4,7,167
3.3,6,11.5,271
2.4,4,10.2,242
3.3,6,11.1,261
2,4,7.9,188
2,4,8.7,206
2.4,4,9,214
2,4,11,261
2.4,4,10,239
3.3,6,11.8,279
3.8,6,11.2,264
6.5,12,21.4,485
6.5,12,21.7,493
5.2,10,15.7,370
5.2,10,15.7,370
5.2,10,15.7,370
5.2,10,15.7,370
4,8,16.9,384
3,6,13.3,311
3,6,10.4,279
2,4,11.3,266
2,4,11.1,262
3,6,11,258
3,6,9.6,256
5,8,12.9,305
5,8,13,305
5,8,15.1,354
5,8,15.5,365
3,6,11.3,264
3,6,9.6,256
5,8,12.6,294
5,8,14.3,336
2,4,10.4,245
2,4,10.3,242
2,4,10.2,238
2,4,10.6,248
3,6,11.6,273
3,6,11.6,273
5,8,13.5,318
2.5,4,5.3,124
3.5,6,9.1,213
3.5,6,9.4,219
3.5,6,10.9,254
5,8,12.5,293
4.6,8,14.5,337
2,4,9.5,220
3.5,6,10.9,254
3.5,6,10.9,254
5,8,12.6,294
3.5,6,8.1,189
3.4,6,11.1,262
3.5,6,9.1,214
5.7,8,16.9,395
2,4,9.7,226
2,4,9.9,232
2.5,4,7.5,176
3.5,6,11.2,262
3.5,6,11.2,262
5,8,12.2,285
3.5,6,10.8,252
3.5,6,11.1,268
3.5,6,7.9,185
3.5,6,8.1,190
2,4,7.2,168
2,4,6,140
3,6,11.9,280
2.7,6,12,281
3,6,12.3,289
3.7,6,12.2,287
2,4,9.8,229
2.3,4,9.8,230
2,4,10.4,245
2,4,5.6,131
2,4,10.7,250
2.7,6,11,258
3.5,6,13.4,315
3,6,12.2,286
3,6,12.2,286
3,6,12.6,295
3,6,13.7,324
3,6,13.7,324
3.8,8,15.3,360
3.8,8,15.3,360
3,6,12.2,286
3,6,12.8,301
3.8,8,13.7,321
2,4,7.7,179
2,4,8,186
2,4,8.1,189
2,4,8.1,189
2.5,4,8.3,194
2,4,8.6,202
2.5,4,8.9,208
2.5,4,8.6,200
2.5,4,8.8,206
2.5,4,8.5,201
2.5,4,9.3,217
2.5,4,9,208
2.5,4,9.8,230
2.5,4,10.5,244
2,4,7.6,178
2,4,7.7,180
2.5,4,7.7,181
2.5,4,7.8,183
2.5,4,8.2,192
2,4,7.7,181
2,4,7.8,181
2.5,4,8,187
2.5,4,8.1,189
2.5,4,8.7,204
2.5,4,8,188
2.5,4,8.9,208
2,4,7.9,186
2,4,8.1,189
3,6,10.7,253
3,6,11.2,263
3,6,11.1,255
3,6,10.8,255
4,8,11.2,263
4,8,11.2,263
4,8,12,282
4,8,11.8,277
3,6,10.7,235
3,6,9.9,232
3,6,10.9,245
3,6,10.6,237
4,8,13.5,318
4,8,12.7,299
4,8,17,396
4,8,13.2,309
4,8,13.2,309
4,8,14,327
4,8,11.8,275
4,8,13.1,306
4,8,11.6,271
6,12,15.1,356
2,4,9.4,219
2,4,9.9,231
2,4,9.5,221
2,4,9.5,221
3,6,9.8,213
3,6,11.6,271
3,6,11,257
4,8,16.3,378
4,8,12.2,286
6,12,15.1,355
3,6,10.8,253
4,8,11.3,265
4,8,11.3,265
4.7,8,11.6,270
2,4,8.8,205
1.5,3,7.5,174
1.5,3,7.5,174
1.5,3,8.5,197
1.5,3,7.5,174
1.5,3,8.6,200
2,4,7.9,184
2,4,7.9,184
2,4,8.9,207
2,4,8.1,191
2,4,9.1,212
2,4,8.1,190
2,4,9,210
2,4,8.3,194
2,4,9,210
1.5,4,9.3,216
1.2,3,6.2,143
1.2,3,6.5,151
2.4,4,9.1,212
3,6,10.6,246
2,4,8.8,206
2,4,9.2,213
2.4,4,9.4,218
3.7,6,11.1,261
3.7,6,11.5,270
3.7,6,11.5,271
3.7,6,11.8,279
2.5,4,7.9,186
2.5,4,8.1,190
5.6,8,15.4,362
3.8,6,11.6,273
3.8,6,12.2,287
3.8,6,12.8,300
1.6,4,7.2,169
3.5,6,9.9,233
3.5,6,10.2,240
3.5,6,10.3,242
2,4,9.3,218
2,4,8.2,192
2,4,9.2,217
2,4,8.4,198
3.5,6,10.2,240
3.5,6,10.7,251
3.5,6,11,257
2.5,4,8.2,192
2.5,4,8.7,204
2,4,7.1,167
2,4,7.3,171
2,4,8,188
5.6,8,13.3,313
5.6,8,13.3,313
1.6,4,6.7,158
1.6,4,7.7,181
3,6,11.5,271
3,6,11.6,272
3,6,11.8,277
3,6,11.8,277
3,6,11.5,269
2.9,6,11.9,278
4,8,14.1,329
2,4,11.3,264
3,6,11.7,272
3,6,10.7,250
3,6,10.9,253
3,6,10.9,253
3,6,10.7,250
2.9,6,11.2,261
2.9,6,11.2,261
2.9,6,11.6,273
4,8,12.6,295
4,8,13.4,313
4,8,11.2,261
4,8,11.2,261
4,8,11.9,279
3,6,9,243
3.6,6,10.8,253
3.6,6,10.4,245
5.7,8,13.6,320
5.7,8,12.4,290
3,6,9.7,260
3.6,6,11.1,260
5.7,8,13.8,325
5.7,8,12.8,299
3.6,6,11.9,280
5.7,8,13.6,319
3.6,6,12.6,294
5.7,8,14.1,330
2.4,4,9.9,232
6.7,12,16.5,386
6.7,12,16.5,386
6.6,12,17.1,400
6.6,12,17.1,400
6.6,12,17.1,400
6.7,12,16.3,382
6.7,12,16.3,382
6.6,12,16.5,387
2.4,4,10.4,244
2,4,8.6,200
2,4,9.9,231
2,4,10.2,239
2,4,7.9,185
2,4,9.4,220
2.5,4,8.2,192
2,4,7.5,174
2,4,9,210
2,4,7.6,178
2,4,9,211
2.4,4,8.7,205
2.5,4,7.9,185
2.4,4,9.1,213
2.5,4,8.2,192
2,4,11.5,263
2,4,10.1,236
2.5,4,12.7,297
4,6,13.8,321
4,6,13.8,321
2,4,8.7,204
2,4,9.9,232
3.5,6,9.4,220
2,4,8.2,189
2.5,4,6.9,164
2.5,4,7.4,173
2.5,4,7.6,177
3.5,6,9,210
3.5,6,9.2,215
3.5,6,9.4,220
2.5,4,8.2,190
2.5,4,8.4,197
2.5,4,4.9,113
2.5,4,5.1,121
1.8,4,7.1,165
1.8,4,7.3,170
1.8,4,7.1,165
2,4,6.7,158
2,4,7,164
2,4,7.4,173
2,4,6.7,158
2,4,7.5,174
1.8,4,4.5,106
3,6,8.9,208
3.5,6,10.3,240
3.5,6,10.3,240
2.5,4,6.7,158
2.5,4,6.7,156
1.8,4,4.5,106
1.8,4,4.7,109
1.5,4,5.1,120
2.5,4,7.9,184
2.5,4,8.2,194
2.5,4,8.6,200
2.5,4,6,139
5.7,8,16.4,385
3.5,6,11,259
3.5,6,11.7,274
2.7,4,11.2,263
2.7,4,11.7,274
3.5,6,11.9,278
3.5,6,12.7,299
3.5,6,12.9,300
5.7,8,15.9,371
5.7,8,16.3,381
1.5,4,6.6,155
1.5,4,6.9,165
2,4,10,234
2,4,11.7,273
1.4,4,7.4,174
1.4,4,7.6,177
2,4,8.7,203
2,4,8.7,203
1.4,4,7,162
1.4,4,7,163
2,4,8.4,196
2,4,8.5,198
2,4,8.7,205
2,4,9.4,221
2,4,10.2,241
2,4,8.9,208
2,4,9.4,219
2,4,9.6,223
2,4,8.9,208
2,4,9.4,219
2,4,9.4,220
2,4,9,210
2,4,9.4,219
2,4,9.9,232
2,4,10.3,240
2,4,9.9,232
2,4,10.7,248
